Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,year,FundsSource,
344,U. North Florida,806000,51000,0,123000,0,280000,0,26000,0,34000,292000,2020,NSF,
346,Northeastern Illinois U.,803000,39000,50000,0,53000,66000,0,48000,0,0,547000,2020,NSF,
347,"CUNY, Baruch C.",779000,0,137000,75000,308000,21000,180000,58000,0,0,0,2020,NSF,
347,Vassar C.,779000,273000,0,3000,332000,101000,11000,59000,0,0,0,2020,NSF,
349,Northwest Indian C.,776000,1000,423000,88000,0,0,0,0,0,0,264000,2020,NSF,
350,Kennesaw State U.,771000,105000,0,88000,4000,422000,0,11000,0,0,141000,2020,NSF,
351,"California State U., Sacramento",770000,91000,5000,20000,0,152000,90000,53000,3000,12000,344000,2020,NSF,
352,Mount Holyoke C.,765000,140000,0,154000,22000,396000,53000,0,0,0,0,2020,NSF,
353,Wright State U.,764000,0,56000,62000,0,257000,75000,0,0,314000,0,2020,NSF,
354,"SUNY, C. of Environmental Science and Forestry",759000,0,397000,310000,0,0,0,4000,0,48000,0,2020,NSF,
355,C. Charleston,756000,90000,357000,209000,0,95000,0,0,0,0,5000,2020,NSF,
355,U. of the District of Columbia,756000,79000,0,0,277000,0,0,0,0,400000,0,2020,NSF,
357,New School,752000,0,414000,0,0,0,281000,0,0,57000,0,2020,NSF,
358,U. Texas M. D. Anderson Cancer Center,734000,0,0,681000,53000,0,0,0,0,0,0,2020,NSF,
359,Alabama A&M U.,731000,96000,0,123000,32000,152000,10000,21000,0,250000,47000,2020,NSF,
359,C. New Jersey,731000,194000,0,190000,4000,338000,0,0,0,5000,0,2020,NSF,
361,Duquesne U.,718000,0,0,37000,95000,514000,0,0,0,0,72000,2020,NSF,
362,U. Northern Colorado,712000,0,247000,223000,87000,0,56000,97000,0,0,2000,2020,NSF,
363,Claflin U.,708000,253000,37000,40000,13000,121000,0,75000,0,169000,0,2020,NSF,
364,"CUNY, John Jay C. of Criminal Justice",703000,193000,0,2000,5000,74000,393000,0,0,0,36000,2020,NSF,
364,Fordham U.,703000,0,0,340000,66000,81000,120000,0,0,0,96000,2020,NSF,
366,"California State U., Dominguez Hills",701000,541000,0,81000,6000,0,0,0,0,0,73000,2020,NSF,
367,Doane U.,699000,175000,0,256000,0,62000,0,0,0,0,206000,2020,NSF,
368,Black Hills State U.,697000,452000,0,154000,0,91000,0,0,0,0,0,2020,NSF,
369,Fort Lewis C.,696000,0,0,0,0,426000,0,0,0,270000,0,2020,NSF,
370,"Rutgers, State U. New Jersey, Camden",676000,657000,0,0,0,0,0,19000,0,0,0,2020,NSF,
371,"U. Washington, Tacoma",674000,190000,163000,29000,47000,0,0,75000,0,25000,145000,2020,NSF,
372,Towson U.,659000,210000,95000,126000,50000,167000,0,0,0,0,11000,2020,NSF,
373,U. West Florida,654000,113000,0,201000,0,179000,0,0,0,0,161000,2020,NSF,
374,Bryn Mawr C.,649000,226000,0,100000,114000,204000,0,5000,0,0,0,2020,NSF,
374,Johnson C. Smith U.,649000,0,0,0,0,300000,0,0,0,349000,0,2020,NSF,
376,Elizabeth City State U.,644000,35000,0,322000,287000,0,0,0,0,0,0,2020,NSF,
377,Tougaloo C.,643000,0,0,312000,0,331000,0,0,0,0,0,2020,NSF,
378,Haverford C.,641000,39000,103000,0,65000,329000,93000,12000,0,0,0,2020,NSF,
379,Grinnell C.,638000,76000,0,23000,72000,410000,0,30000,0,0,27000,2020,NSF,
380,Georgia Southern U.,637000,16000,21000,4000,30000,287000,0,0,0,266000,13000,2020,NSF,
381,Ball State U.,623000,256000,0,39000,35000,222000,64000,7000,0,0,0,2020,NSF,
382,Medical U. South Carolina,622000,0,0,622000,0,0,0,0,0,0,0,2020,NSF,
383,"California State U., Maritime Academy",621000,0,0,0,0,0,0,0,0,621000,0,2020,NSF,
384,Kenyon C.,613000,0,0,419000,0,194000,0,0,0,0,0,2020,NSF,
385,U. New England,609000,0,336000,273000,0,0,0,0,0,0,0,2020,NSF,
386,Oberlin C.,607000,3000,46000,213000,0,254000,51000,40000,0,0,0,2020,NSF,
387,Texas A&M U.-Commerce,599000,0,0,8000,0,531000,0,0,0,0,60000,2020,NSF,
388,Saint Joseph's U.,595000,8000,0,313000,0,0,31000,0,0,0,243000,2020,NSF,
388,U. New Haven,595000,489000,97000,0,0,9000,0,0,0,0,0,2020,NSF,
390,Skidmore C.,584000,0,188000,69000,0,250000,77000,0,0,0,0,2020,NSF,
391,Middlebury C.,570000,70000,239000,43000,0,144000,0,65000,9000,0,0,2020,NSF,
391,Sam Houston State U.,570000,0,0,56000,297000,217000,0,0,0,0,0,2020,NSF,
393,Polytechnic U. Puerto Rico,569000,569000,0,0,0,0,0,0,0,0,0,2020,NSF,
394,"U. North Carolina, Asheville",565000,76000,13000,45000,0,146000,0,0,0,0,285000,2020,NSF,
395,Creighton U.,560000,104000,49000,86000,38000,206000,14000,22000,0,0,41000,2020,NSF,
396,Pomona C.,559000,44000,74000,135000,77000,166000,4000,59000,0,0,0,2020,NSF,
397,U. Northern Iowa,558000,0,0,0,0,19000,0,539000,0,0,0,2020,NSF,
398,Colgate U.,555000,112000,128000,84000,56000,165000,0,10000,0,0,0,2020,NSF,
399,Central State U.,548000,0,0,21000,37000,6000,0,0,319000,165000,0,2020,NSF,
400,Swarthmore C.,546000,6000,0,283000,42000,161000,0,32000,17000,0,5000,2020,NSF,
401,"U. Puerto Rico, Humacao",529000,0,0,0,0,529000,0,0,0,0,0,2020,NSF,
402,Saint Michael's C.,527000,0,0,527000,0,0,0,0,0,0,0,2020,NSF,
403,Kean U.,522000,417000,105000,0,0,0,0,0,0,0,0,2020,NSF,
404,Franklin and Marshall C.,520000,0,37000,368000,0,103000,12000,0,0,0,0,2020,NSF,
405,West Virginia State U.,495000,99000,0,297000,0,99000,0,0,0,0,0,2020,NSF,
406,U. Texas Medical Branch,494000,0,0,494000,0,0,0,0,0,0,0,2020,NSF,
407,U. Richmond,493000,0,0,160000,21000,188000,91000,33000,0,0,0,2020,NSF,
408,Claremont McKenna C.,490000,0,8000,239000,78000,85000,80000,0,0,0,0,2020,NSF,
409,Grand Valley State U.,484000,0,16000,164000,72000,195000,37000,0,0,0,0,2020,NSF,
410,Stephen F. Austin State U.,477000,0,0,0,128000,0,0,0,0,5000,344000,2020,NSF,
411,Macalester C.,471000,0,268000,71000,72000,47000,0,13000,0,0,0,2020,NSF,
412,Colby C.,469000,5000,175000,128000,10000,151000,0,0,0,0,0,2020,NSF,
413,Davidson C.,459000,0,0,177000,51000,46000,107000,78000,0,0,0,2020,NSF,
414,Eastern Michigan U.,454000,0,18000,327000,0,32000,0,0,0,0,77000,2020,NSF,
415,"U. Alaska, Southeast",438000,0,51000,131000,0,0,0,0,226000,30000,0,2020,NSF,
416,Montana Technological U.,436000,0,156000,0,0,13000,0,0,0,267000,0,2020,NSF,
417,U. New Orleans,425000,28000,1000,37000,0,195000,0,26000,0,137000,1000,2020,NSF,
418,Lafayette C.,424000,0,0,0,56000,228000,0,0,0,139000,1000,2020,NSF,
419,U. Wisconsin-Eau Claire,421000,0,4000,30000,35000,352000,0,0,0,0,0,2020,NSF,
420,Kettering U.,419000,0,0,0,0,305000,0,0,0,114000,0,2020,NSF,
420,Liberty U.,419000,0,0,0,0,0,0,0,0,419000,0,2020,NSF,
422,William Paterson U.,414000,0,414000,0,0,0,0,0,0,0,0,2020,NSF,
423,Fort Valley State U.,409000,0,0,337000,0,72000,0,0,0,0,0,2020,NSF,
424,Furman U.,403000,0,6000,0,0,320000,0,77000,0,0,0,2020,NSF,
425,"California State U., Channel Islands",402000,0,0,0,171000,0,0,0,191000,0,40000,2020,NSF,
426,Christopher Newport U.,396000,0,0,0,0,378000,0,0,0,0,18000,2020,NSF,
426,U. Central Oklahoma,396000,132000,0,123000,93000,4000,0,0,44000,0,0,2020,NSF,
428,U. Puget Sound,395000,0,0,223000,0,172000,0,0,0,0,0,2020,NSF,
429,U. Houston-Downtown,392000,86000,82000,0,9000,0,0,0,66000,0,149000,2020,NSF,
430,Mills C.,390000,0,0,0,0,0,0,0,0,0,390000,2020,NSF,
431,Salisbury U.,383000,57000,69000,10000,0,0,0,0,0,0,247000,2020,NSF,
432,"SUNY, Geneseo",382000,0,59000,0,35000,261000,0,27000,0,0,0,2020,NSF,
433,New York Institute of Technology,380000,132000,0,10000,0,0,0,0,0,214000,24000,2020,NSF,
434,Sonoma State U.,378000,0,71000,78000,91000,123000,0,0,15000,0,0,2020,NSF,
434,Trinity U.,378000,15000,3000,0,68000,280000,0,0,0,0,12000,2020,NSF,
436,East Tennessee State U.,377000,0,0,26000,123000,228000,0,0,0,0,0,2020,NSF,
437,Savannah State U.,375000,0,147000,0,0,50000,0,0,153000,25000,0,2020,NSF,
438,Roger Williams U.,374000,0,94000,64000,0,98000,0,0,0,0,118000,2020,NSF,
439,"Trinity C., Hartford",372000,0,0,315000,52000,5000,0,0,0,0,0,2020,NSF,
440,Hobart and William Smith Colleges,368000,0,114000,39000,83000,132000,0,0,0,0,0,2020,NSF,
440,U. of St. Thomas (MN),368000,17000,0,239000,40000,54000,0,0,0,18000,0,2020,NSF,
442,Pepperdine U.,366000,0,0,38000,0,0,0,0,0,0,328000,2020,NSF,
443,Lamar U.,364000,14000,0,0,54000,0,0,0,0,284000,12000,2020,NSF,
443,West Texas A&M U.,364000,0,30000,0,0,166000,0,0,0,168000,0,2020,NSF,
445,U. Arkansas for Medical Sciences,360000,0,0,360000,0,0,0,0,0,0,0,2020,NSF,
446,Calvin U.,359000,10000,0,146000,0,183000,0,0,0,20000,0,2020,NSF,
447,"SUNY, Downstate Medical Center",358000,0,0,358000,0,0,0,0,0,0,0,2020,NSF,
448,Medical C. Wisconsin,356000,0,0,289000,0,0,0,0,0,67000,0,2020,NSF,
449,Missouri State U.,355000,0,56000,136000,0,116000,24000,23000,0,0,0,2020,NSF,
450,Gallaudet U.,354000,63000,0,0,0,0,137000,0,0,0,154000,2020,NSF,
451,Loyola Marymount U.,351000,0,0,233000,117000,0,0,0,0,0,1000,2020,NSF,
452,Grambling State U.,349000,0,0,0,0,349000,0,0,0,0,0,2020,NSF,
453,"St. John's U., New York",345000,0,0,83000,64000,198000,0,0,0,0,0,2020,NSF,
454,Coastal Carolina U.,339000,0,339000,0,0,0,0,0,0,0,0,2020,NSF,
455,Fairfield U.,338000,0,0,191000,74000,73000,0,0,0,0,0,2020,NSF,
456,"Union C., Schenectady",336000,3000,130000,13000,13000,102000,0,0,0,75000,0,2020,NSF,
457,Eastern Kentucky U.,335000,0,0,198000,24000,61000,0,0,0,52000,0,2020,NSF,
458,"Purdue U., Fort Wayne",330000,0,0,0,19000,123000,0,0,0,188000,0,2020,NSF,
459,Indiana U. Pennsylvania,327000,0,107000,1000,0,89000,113000,0,0,0,17000,2020,NSF,
460,U. of the Incarnate Word,324000,0,0,0,148000,176000,0,0,0,0,0,2020,NSF,
461,Manhattan C.,322000,0,0,10000,147000,0,0,0,0,165000,0,2020,NSF,
461,Winthrop U.,322000,0,0,0,0,167000,0,1000,0,0,154000,2020,NSF,
463,St. Cloud State U.,318000,0,0,0,0,0,0,0,0,0,318000,2020,NSF,
463,U. Wisconsin-La Crosse,318000,36000,0,1000,77000,190000,0,14000,0,0,0,2020,NSF,
465,Western Carolina U.,314000,0,95000,3000,3000,118000,0,0,0,91000,4000,2020,NSF,
466,"CUNY, York C.",313000,0,298000,15000,0,0,0,0,0,0,0,2020,NSF,
466,Texas Christian U.,313000,101000,46000,0,2000,153000,11000,0,0,0,0,2020,NSF,
466,U. Wisconsin-River Falls,313000,55000,0,0,0,258000,0,0,0,0,0,2020,NSF,
469,Stonehill C.,311000,0,30000,0,0,0,0,0,0,0,281000,2020,NSF,
470,Citadel Military C. South Carolina,308000,35000,0,0,0,0,11000,0,0,0,262000,2020,NSF,
471,"SUNY, Buffalo State",304000,0,210000,0,91000,2000,0,0,0,0,1000,2020,NSF,
472,Youngstown State U.,298000,0,0,0,1000,283000,0,0,0,14000,0,2020,NSF,
473,Yeshiva U.,296000,0,0,10000,0,286000,0,0,0,0,0,2020,NSF,
474,Salish Kootenai C.,281000,0,0,22000,0,0,0,0,0,0,259000,2020,NSF,
475,"Minnesota State U., Mankato",279000,0,0,140000,0,0,0,14000,0,125000,0,2020,NSF,
476,West Chester U. Pennsylvania,278000,0,0,93000,41000,57000,0,0,0,0,87000,2020,NSF,
477,U. of the Pacific,271000,0,0,72000,0,199000,0,0,0,0,0,2020,NSF,
478,Fayetteville State U.,270000,68000,0,101000,0,101000,0,0,0,0,0,2020,NSF,
479,Willamette U.,267000,0,0,24000,0,60000,61000,0,0,0,122000,2020,NSF,
480,Whitman C.,266000,0,0,75000,0,176000,0,15000,0,0,0,2020,NSF,
481,Gettysburg C.,265000,0,0,13000,5000,99000,0,148000,0,0,0,2020,NSF,
482,Albany State U.,261000,0,0,131000,0,0,0,0,0,0,130000,2020,NSF,
483,Southern Connecticut State U.,260000,0,0,17000,0,200000,43000,0,0,0,0,2020,NSF,
484,Ithaca C.,258000,39000,4000,47000,64000,30000,0,74000,0,0,0,2020,NSF,
485,Northern Michigan U.,254000,0,74000,127000,0,0,0,53000,0,0,0,2020,NSF,
486,"Lincoln U., Jefferson City",251000,0,0,67000,150000,26000,0,0,8000,0,0,2020,NSF,
487,U. Central Arkansas,249000,28000,0,0,15000,167000,0,0,0,0,39000,2020,NSF,
488,Langston U.,248000,0,0,35000,0,92000,0,0,0,0,121000,2020,NSF,
488,Texas Woman's U.,248000,14000,0,230000,0,0,0,4000,0,0,0,2020,NSF,
490,"U. Texas, Tyler",240000,26000,0,146000,20000,0,0,4000,0,44000,0,2020,NSF,
491,"U. Nebraska, Kearney",236000,0,0,141000,0,32000,0,0,63000,0,0,2020,NSF,
492,"Pennsylvania State U., Behrend",229000,22000,2000,1000,2000,4000,0,0,0,198000,0,2020,NSF,
493,U. Hartford,228000,5000,0,92000,131000,0,0,0,0,0,0,2020,NSF,
494,Weber State U.,217000,0,91000,28000,0,95000,0,0,0,0,3000,2020,NSF,
495,Northern Kentucky U.,216000,0,0,10000,71000,120000,0,1000,0,0,14000,2020,NSF,
496,"U. Minnesota, Morris",213000,0,176000,0,37000,0,0,0,0,0,0,2020,NSF,
496,U. of Mary Washington,213000,0,32000,85000,0,54000,12000,0,0,0,30000,2020,NSF,
498,Augusta U.,208000,28000,0,164000,13000,0,0,3000,0,0,0,2020,NSF,
498,Midwestern State U.,208000,0,103000,99000,6000,0,0,0,0,0,0,2020,NSF,
500,U. of the Sciences Philadelphia,203000,0,0,99000,0,104000,0,0,0,0,0,2020,NSF,
501,Colorado C.,192000,0,52000,18000,0,15000,0,4000,0,0,103000,2020,NSF,
502,Franklin W. Olin C. of Engineering,189000,0,0,0,0,0,0,0,0,154000,35000,2020,NSF,
503,U. North Georgia,188000,0,24000,16000,0,0,0,0,0,0,148000,2020,NSF,
504,St. Bonaventure U.,187000,0,0,102000,0,38000,0,0,47000,0,0,2020,NSF,
504,U. Wisconsin-Oshkosh,187000,22000,26000,23000,8000,32000,2000,5000,0,58000,11000,2020,NSF,
506,St. Olaf C.,186000,121000,0,29000,23000,13000,0,0,0,0,0,2020,NSF,
507,Dillard U.,180000,0,0,180000,0,0,0,0,0,0,0,2020,NSF,
507,Milwaukee School of Engineering,180000,0,0,0,0,0,0,0,0,180000,0,2020,NSF,
509,Eastern Connecticut State U.,175000,0,0,175000,0,0,0,0,0,0,0,2020,NSF,
510,"SUNY, Oswego",170000,0,7000,140000,0,0,0,0,12000,11000,0,2020,NSF,
511,Troy U.,165000,0,0,157000,4000,0,0,0,0,0,4000,2020,NSF,
512,"U. Ana G. Mendez, Gurabo",163000,0,0,138000,0,25000,0,0,0,0,0,2020,NSF,
513,Lawrence Technological U.,162000,0,0,0,0,6000,0,0,0,51000,105000,2020,NSF,
514,Indiana State U.,161000,0,89000,0,23000,39000,0,0,10000,0,0,2020,NSF,
515,Nova Southeastern U.,158000,125000,6000,0,0,0,27000,0,0,0,0,2020,NSF,
516,Kentucky State U.,157000,32000,0,0,125000,0,0,0,0,0,0,2020,NSF,
517,Suffolk U.,156000,0,28000,29000,0,97000,0,0,0,0,2000,2020,NSF,
518,"CUNY, Graduate School of Public Health and Health Policy",154000,0,0,154000,0,0,0,0,0,0,0,2020,NSF,
519,Keene State C.,152000,0,16000,128000,0,0,0,0,0,8000,0,2020,NSF,
520,Hawaii Pacific U.,150000,72000,38000,13000,14000,0,0,0,0,13000,0,2020,NSF,
521,U. San Francisco,148000,0,67000,0,16000,0,0,65000,0,0,0,2020,NSF,
522,"SUNY, C. Brockport",145000,0,0,75000,0,39000,0,31000,0,0,0,2020,NSF,
523,"U. South Florida, Saint Petersburg",144000,0,0,0,0,56000,0,0,0,0,88000,2020,NSF,
524,Eastern Washington U.,139000,0,0,58000,15000,66000,0,0,0,0,0,2020,NSF,
525,C. Wooster,138000,0,21000,3000,55000,59000,0,0,0,0,0,2020,NSF,
526,Erikson Institute,135000,0,0,0,0,0,0,0,0,0,135000,2020,NSF,
527,Austin Peay State U.,128000,0,0,128000,0,0,0,0,0,0,0,2020,NSF,
528,U. Wisconsin-Green Bay,124000,14000,17000,18000,6000,23000,1000,4000,0,35000,6000,2020,NSF,
529,Benedict C.,123000,32000,24000,21000,23000,23000,0,0,0,0,0,2020,NSF,
530,Long Island U.,113000,0,15000,0,0,51000,0,0,0,0,47000,2020,NSF,
531,Southeastern Louisiana U.,105000,0,0,66000,0,39000,0,0,0,0,0,2020,NSF,
532,Northeast Ohio Medical U.,102000,0,0,67000,0,0,0,35000,0,0,0,2020,NSF,
532,Rhode Island C.,102000,0,0,84000,0,18000,0,0,0,0,0,2020,NSF,
532,"Wheaton C., Wheaton",102000,0,102000,0,0,0,0,0,0,0,0,2020,NSF,
535,Alfred U.,97000,0,0,0,0,0,0,0,0,97000,0,2020,NSF,
536,"CUNY, Medgar Evers C.",94000,0,0,0,44000,50000,0,0,0,0,0,2020,NSF,
537,Florida Polytechnic U.,93000,43000,0,29000,0,0,0,0,0,21000,0,2020,NSF,
538,Merrimack C.,92000,0,0,0,0,0,0,0,32000,60000,0,2020,NSF,
539,U.S. Air Force Academy,90000,0,0,0,0,25000,0,65000,0,0,0,2020,NSF,
540,"U. Puerto Rico, Cayey",88000,0,0,40000,0,48000,0,0,0,0,0,2020,NSF,
541,"SUNY, C. Plattsburgh",87000,0,0,70000,0,17000,0,0,0,0,0,2020,NSF,
541,"Texas Tech U., Health Sciences Center",87000,0,0,59000,0,0,0,0,0,0,28000,2020,NSF,
543,Pittsburg State U.,81000,0,0,78000,0,3000,0,0,0,0,0,2020,NSF,
543,U. Houston-Clear Lake,81000,3000,0,14000,0,64000,0,0,0,0,0,2020,NSF,
545,Western Illinois U.,80000,0,5000,36000,0,39000,0,0,0,0,0,2020,NSF,
546,Rhode Island School of Design,79000,14000,0,50000,0,0,0,6000,0,0,9000,2020,NSF,
547,Alaska Pacific U.,78000,0,51000,0,0,0,0,0,0,0,27000,2020,NSF,
547,"U. Massachusetts, central office",78000,0,0,0,0,0,0,0,0,0,78000,2020,NSF,
549,Alcorn State U.,74000,0,0,0,0,0,0,0,0,74000,0,2020,NSF,
550,Andrews U.,72000,0,35000,0,0,0,0,0,0,37000,0,2020,NSF,
551,Albion C.,70000,0,0,0,0,70000,0,0,0,0,0,2020,NSF,
552,"Colorado State U., Pueblo",68000,0,0,27000,6000,0,0,0,0,35000,0,2020,NSF,
553,Claremont Graduate U.,67000,0,0,0,0,0,52000,15000,0,0,0,2020,NSF,
554,Biola U.,66000,8000,0,6000,3000,14000,1000,1000,0,31000,2000,2020,NSF,
554,"Louisiana State U., Health Sciences Center, New Orleans",66000,0,0,66000,0,0,0,0,0,0,0,2020,NSF,
554,"Texas Tech U., Health Sciences Center, El Paso",66000,0,0,66000,0,0,0,0,0,0,0,2020,NSF,
557,U. Wisconsin-Platteville,65000,4000,11000,11000,6000,16000,1000,1000,0,5000,10000,2020,NSF,
558,New Jersey City U.,64000,0,0,0,0,64000,0,0,0,0,0,2020,NSF,
559,"U. Arkansas, Pine Bluff",62000,0,0,0,0,62000,0,0,0,0,0,2020,NSF,
560,"SUNY, Upstate Medical U.",61000,0,0,61000,0,0,0,0,0,0,0,2020,NSF,
561,"U. Tennessee, Health Science Center",60000,0,0,60000,0,0,0,0,0,0,0,2020,NSF,
562,California Lutheran U.,59000,0,0,0,0,59000,0,0,0,0,0,2020,NSF,
563,Touro U.,58000,0,0,58000,0,0,0,0,0,0,0,2020,NSF,
563,U. Wisconsin-Stevens Point,58000,0,0,16000,0,42000,0,0,0,0,0,2020,NSF,
565,Morehead State U.,57000,0,7000,0,0,0,0,0,0,33000,17000,2020,NSF,
566,Hamilton C.,55000,0,0,26000,0,3000,0,26000,0,0,0,2020,NSF,
566,Keck Graduate Institute,55000,15000,0,11000,6000,0,0,0,0,19000,4000,2020,NSF,
568,Mercyhurst U.,54000,9000,10000,8000,4000,18000,1000,1000,0,0,3000,2020,NSF,
569,Columbus State U.,53000,35000,0,18000,0,0,0,0,0,0,0,2020,NSF,
569,"U. Texas Health Science Center, San Antonio",53000,0,0,53000,0,0,0,0,0,0,0,2020,NSF,
571,Central Connecticut State U.,52000,0,0,0,0,52000,0,0,0,0,0,2020,NSF,
572,Emerson C.,49000,0,0,0,0,0,0,49000,0,0,0,2020,NSF,
573,Connecticut C.,48000,0,0,48000,0,0,0,0,0,0,0,2020,NSF,
573,Dine C.,48000,0,0,48000,0,0,0,0,0,0,0,2020,NSF,
575,Midwestern U.,47000,0,0,47000,0,0,0,0,0,0,0,2020,NSF,
576,Lipscomb U.,46000,7000,0,6000,2000,14000,1000,2000,0,12000,2000,2020,NSF,
576,"Oklahoma State U., Center for Health Sciences",46000,0,0,0,0,0,0,0,0,46000,0,2020,NSF,
578,C. of Saint Benedict,43000,23000,0,0,0,20000,0,0,0,0,0,2020,NSF,
579,Fort Hays State U.,40000,0,37000,0,0,0,0,0,0,0,3000,2020,NSF,
580,"U. North Texas, Health Science Center",38000,0,0,38000,0,0,0,0,0,0,0,2020,NSF,
581,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",37000,0,0,37000,0,0,0,0,0,0,0,2020,NSF,
581,U. Baltimore,37000,10000,0,0,0,0,0,27000,0,0,0,2020,NSF,
581,U. Southern Maine,37000,0,0,11000,0,0,0,14000,0,0,12000,2020,NSF,
584,Van Andel Research Institute,36000,0,0,36000,0,0,0,0,0,0,0,2020,NSF,
585,Mercer U.,35000,15000,0,0,0,0,0,20000,0,0,0,2020,NSF,
586,"U. Louisiana, Monroe",31000,0,29000,2000,0,0,0,0,0,0,0,2020,NSF,
587,U. Wisconsin-Superior,30000,0,30000,0,0,0,0,0,0,0,0,2020,NSF,
588,Jacksonville State U.,27000,0,0,16000,0,0,0,0,0,11000,0,2020,NSF,
589,Dickinson C.,26000,0,0,25000,0,0,0,1000,0,0,0,2020,NSF,
589,Oregon Institute of Technology,26000,0,0,0,0,0,0,0,0,26000,0,2020,NSF,
591,New York Medical C.,25000,0,0,25000,0,0,0,0,0,0,0,2020,NSF,
592,"Pennsylvania State U., Harrisburg",24000,1000,2000,1000,0,0,0,0,0,20000,0,2020,NSF,
593,Elon U.,22000,0,0,0,0,0,0,0,0,22000,0,2020,NSF,
594,U. Detroit Mercy,20000,0,0,0,0,0,0,0,0,20000,0,2020,NSF,
595,Bradley U.,15000,0,0,0,0,0,0,0,0,15000,0,2020,NSF,
596,Babson C.,14000,0,0,0,0,0,0,0,0,0,14000,2020,NSF,
597,Azusa Pacific U.,12000,0,0,0,0,12000,0,0,0,0,0,2020,NSF,
598,Morehouse School of Medicine,11000,0,0,11000,0,0,0,0,0,0,0,2020,NSF,
598,Texas A&M International U.,11000,0,0,0,0,0,0,0,11000,0,0,2020,NSF,
598,"U. Ana G. Mendez, Carolina",11000,0,0,11000,0,0,0,0,0,0,0,2020,NSF,
601,Framingham State U.,10000,0,0,0,0,0,10000,0,0,0,0,2020,NSF,
601,Marshall B. Ketchum U.,10000,0,0,10000,0,0,0,0,0,0,0,2020,NSF,
