Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,FundsSource,State,system,HBC,HHE,year
310,"U. North Carolina, Wilmington",69000,0,0,65000,0,0,0,0,0,0,4000,AllOther,North Carolina,Public (U. North Carolina),No,No,2018
219,"U. North Carolina, Wilmington",1350000,0,0,235000,0,36000,0,13000,6000,904000,156000,Business,North Carolina,Public (U. North Carolina),No,No,2018
316,"U. North Carolina, Wilmington",5732000,116000,1019000,2532000,91000,406000,253000,4000,49000,531000,731000,FedGovFunds,North Carolina,Public (U. North Carolina),No,No,2018
325,"U. North Carolina, Wilmington",2813000,31000,422000,665000,0,33000,23000,61000,656000,224000,698000,InstitutionalFunds,North Carolina,Public (U. North Carolina),No,No,2018
347,"U. North Carolina, Wilmington",381000,0,0,176000,0,0,0,15000,0,0,190000,Nonprofit,North Carolina,Public (U. North Carolina),No,No,2018
118,"U. North Carolina, Wilmington",6610000,0,3070000,3318000,7000,50000,4000,43000,0,0,118000,StateLocalGov,North Carolina,Public (U. North Carolina),No,No,2018
310,U. Wisconsin-Stevens Point,69000,1000,2000,40000,1000,4000,1000,4000,0,11000,5000,AllOther,Wisconsin,Public (U. Wisconsin System),No,No,2018
406,U. Wisconsin-Stevens Point,68000,1000,2000,38000,1000,4000,1000,4000,0,11000,6000,Business,Wisconsin,Public (U. Wisconsin System),No,No,2018
520,U. Wisconsin-Stevens Point,1036000,39000,65000,571000,10000,83000,22000,28000,0,180000,38000,FedGovFunds,Wisconsin,Public (U. Wisconsin System),No,No,2018
403,U. Wisconsin-Stevens Point,1058000,21000,38000,612000,9000,50000,16000,48000,0,171000,93000,InstitutionalFunds,Wisconsin,Public (U. Wisconsin System),No,No,2018
443,U. Wisconsin-Stevens Point,146000,3000,6000,84000,0,6000,2000,7000,0,24000,14000,Nonprofit,Wisconsin,Public (U. Wisconsin System),No,No,2018
275,U. Wisconsin-Stevens Point,914000,19000,33000,525000,8000,44000,13000,41000,0,148000,83000,StateLocalGov,Wisconsin,Public (U. Wisconsin System),No,No,2018
312,"U. Minnesota, Duluth",67000,11000,0,56000,0,0,0,0,0,0,0,AllOther,Minnesota,Public,No,No,2018
229,"U. Minnesota, Duluth",1046000,0,0,759000,0,283000,0,0,0,4000,0,Business,Minnesota,Public,No,No,2018
321,"U. Minnesota, Duluth",5520000,8000,979000,3722000,165000,442000,0,5000,0,199000,0,FedGovFunds,Minnesota,Public,No,No,2018
209,"U. Minnesota, Duluth",11929000,100000,242000,8987000,77000,276000,6000,103000,0,1692000,446000,InstitutionalFunds,Minnesota,Public,No,No,2018
418,"U. Minnesota, Duluth",174000,4000,0,64000,0,0,0,0,0,106000,0,Nonprofit,Minnesota,Public,No,No,2018
119,"U. Minnesota, Duluth",6453000,0,24000,5804000,0,4000,0,2000,0,569000,50000,StateLocalGov,Minnesota,Public,No,No,2018
313,"SUNY, C. Brockport",66000,0,2000,40000,2000,0,0,3000,0,0,19000,AllOther,New York,Public,No,No,2018
564,"SUNY, C. Brockport",672000,0,0,667000,0,0,0,5000,0,0,0,FedGovFunds,New York,Public,No,No,2018
491,"SUNY, C. Brockport",460000,0,83000,334000,8000,4000,6000,19000,0,0,6000,InstitutionalFunds,New York,Public,No,No,2018
551,"SUNY, C. Brockport",11000,0,0,7000,0,0,0,4000,0,0,0,Nonprofit,New York,Public,No,No,2018
435,"SUNY, C. Brockport",84000,0,0,84000,0,0,0,0,0,0,0,StateLocalGov,New York,Public,No,No,2018
313,Western U. of Health Sciences,66000,0,0,66000,0,0,0,0,0,0,0,AllOther,California,Private,No,No,2018
254,Western U. of Health Sciences,681000,0,0,681000,0,0,0,0,0,0,0,Business,California,Private,No,No,2018
388,Western U. of Health Sciences,2755000,0,0,2562000,0,0,0,0,0,0,193000,FedGovFunds,California,Private,No,No,2018
498,Western U. of Health Sciences,393000,0,0,393000,0,0,0,0,0,0,0,InstitutionalFunds,California,Private,No,No,2018
288,Western U. of Health Sciences,748000,0,0,238000,0,0,0,0,0,0,510000,Nonprofit,California,Private,No,No,2018
328,Western U. of Health Sciences,497000,0,0,123000,0,0,0,0,0,0,374000,StateLocalGov,California,Private,No,No,2018
315,"Arkansas State U., Jonesboro",63000,0,0,63000,0,0,0,0,0,0,0,AllOther,Arkansas,Public,No,No,2018
343,"Arkansas State U., Jonesboro",185000,0,0,0,0,0,0,0,0,185000,0,Business,Arkansas,Public,No,No,2018
342,"Arkansas State U., Jonesboro",4371000,191000,0,3126000,0,440000,12000,167000,293000,142000,0,FedGovFunds,Arkansas,Public,No,No,2018
424,"Arkansas State U., Jonesboro",843000,30000,0,514000,3000,112000,5000,8000,33000,131000,7000,InstitutionalFunds,Arkansas,Public,No,No,2018
551,"Arkansas State U., Jonesboro",11000,0,0,10000,0,0,0,0,0,1000,0,Nonprofit,Arkansas,Public,No,No,2018
177,"Arkansas State U., Jonesboro",2772000,67000,0,2471000,1000,193000,1000,1000,7000,31000,0,StateLocalGov,Arkansas,Public,No,No,2018
315,"CUNY, Brooklyn C.",63000,0,0,0,0,11000,52000,0,0,0,0,AllOther,New York,Public,No,No,2018
438,"CUNY, Brooklyn C.",37000,0,0,0,0,10000,0,0,0,0,27000,Business,New York,Public,No,No,2018
346,"CUNY, Brooklyn C.",4280000,238000,118000,1447000,152000,1077000,1084000,33000,0,0,131000,FedGovFunds,New York,Public,No,No,2018
366,"CUNY, Brooklyn C.",1676000,19000,273000,281000,14000,142000,129000,31000,402000,0,385000,InstitutionalFunds,New York,Public,No,No,2018
331,"CUNY, Brooklyn C.",447000,68000,139000,12000,3000,0,50000,172000,0,0,3000,Nonprofit,New York,Public,No,No,2018
429,"CUNY, Brooklyn C.",97000,0,95000,0,0,0,2000,0,0,0,0,StateLocalGov,New York,Public,No,No,2018
317,"U. California, Office of the President",61000,0,0,61000,0,0,0,0,0,0,0,AllOther,California,Public,No,No,2018
602,"U. California, Office of the President",343000,0,0,313000,0,0,0,0,30000,0,0,FedGovFunds,California,Public,No,No,2018
162,"U. California, Office of the President",28196000,1485000,0,11361000,0,13253000,0,0,2097000,0,0,InstitutionalFunds,California,Public,No,No,2018
492,"U. California, Office of the President",81000,0,0,81000,0,0,0,0,0,0,0,Nonprofit,California,Public,No,No,2018
45,"U. California, Office of the President",26995000,0,0,26995000,0,0,0,0,0,0,0,StateLocalGov,California,Public,No,No,2018
318,Northern Arizona U.,56000,0,0,46000,0,1000,0,9000,0,0,0,AllOther,Arizona,Public,No,Yes,2018
276,Northern Arizona U.,512000,0,0,190000,0,41000,0,0,21000,250000,10000,Business,Arizona,Public,No,Yes,2018
187,Northern Arizona U.,29648000,106000,7751000,16929000,20000,2490000,123000,187000,488000,1043000,511000,FedGovFunds,Arizona,Public,No,Yes,2018
201,Northern Arizona U.,13049000,344000,1327000,8647000,1000,843000,60000,113000,67000,1401000,246000,InstitutionalFunds,Arizona,Public,No,Yes,2018
216,Northern Arizona U.,1385000,11000,0,1074000,0,0,1000,20000,48000,207000,24000,Nonprofit,Arizona,Public,No,Yes,2018
99,Northern Arizona U.,8249000,447000,636000,5088000,0,388000,92000,42000,0,1553000,3000,StateLocalGov,Arizona,Public,No,Yes,2018
319,Long Island U.,55000,0,0,0,0,0,0,0,0,0,55000,AllOther,New York,Private,No,No,2018
380,Long Island U.,101000,0,0,101000,0,0,0,0,0,0,0,Business,New York,Private,No,No,2018
421,Long Island U.,1929000,0,0,1338000,0,60000,18000,0,0,0,513000,FedGovFunds,New York,Private,No,No,2018
572,Long Island U.,99000,0,0,0,0,0,0,0,0,0,99000,InstitutionalFunds,New York,Private,No,No,2018
434,Long Island U.,161000,0,0,149000,0,0,1000,4000,0,0,7000,Nonprofit,New York,Private,No,No,2018
447,Long Island U.,60000,0,0,60000,0,0,0,0,0,0,0,StateLocalGov,New York,Private,No,No,2018
320,C. Charleston,53000,52000,0,0,0,0,0,0,0,0,1000,AllOther,South Carolina,Public,No,No,2018
410,C. Charleston,62000,12000,0,5000,0,3000,0,0,0,0,42000,Business,South Carolina,Public,No,No,2018
341,C. Charleston,4376000,384000,1095000,720000,13000,640000,0,18000,783000,0,723000,FedGovFunds,South Carolina,Public,No,No,2018
341,C. Charleston,2109000,43000,191000,233000,40000,194000,70000,107000,426000,0,805000,InstitutionalFunds,South Carolina,Public,No,No,2018
309,C. Charleston,537000,11000,41000,130000,10000,43000,0,56000,85000,0,161000,Nonprofit,South Carolina,Public,No,No,2018
372,C. Charleston,238000,0,38000,7000,0,0,0,0,0,0,193000,StateLocalGov,South Carolina,Public,No,No,2018
320,"CUNY, Baruch C.",53000,0,0,0,0,0,0,42000,0,0,11000,AllOther,New York,Public,No,Yes,2018
455,"CUNY, Baruch C.",21000,0,0,0,0,0,0,0,0,0,21000,Business,New York,Public,No,Yes,2018
473,"CUNY, Baruch C.",1412000,30000,135000,261000,101000,241000,101000,285000,0,0,258000,FedGovFunds,New York,Public,No,Yes,2018
409,"CUNY, Baruch C.",1000000,0,0,73000,28000,52000,25000,135000,0,0,687000,InstitutionalFunds,New York,Public,No,Yes,2018
390,"CUNY, Baruch C.",232000,0,0,47000,5000,0,0,175000,0,0,5000,Nonprofit,New York,Public,No,Yes,2018
427,"CUNY, Baruch C.",99000,0,0,0,0,0,0,0,0,0,99000,StateLocalGov,New York,Public,No,Yes,2018
320,North Carolina Agricultural and Technical State U.,53000,0,0,0,0,0,0,0,0,53000,0,AllOther,North Carolina,Public,No,No,2018
299,North Carolina Agricultural and Technical State U.,380000,22000,0,35000,0,1000,0,0,0,322000,0,Business,North Carolina,Public,No,No,2018
203,North Carolina Agricultural and Technical State U.,24874000,1498000,124000,7924000,416000,1317000,0,0,0,10933000,2662000,FedGovFunds,North Carolina,Public,No,No,2018
207,North Carolina Agricultural and Technical State U.,12419000,115000,11000,9384000,73000,466000,3000,0,0,1659000,708000,InstitutionalFunds,North Carolina,Public,No,No,2018
481,North Carolina Agricultural and Technical State U.,98000,51000,0,0,4000,24000,13000,0,3000,0,3000,Nonprofit,North Carolina,Public,No,No,2018
351,North Carolina Agricultural and Technical State U.,316000,0,0,6000,0,0,0,0,101000,156000,53000,StateLocalGov,North Carolina,Public,No,No,2018
323,Texas Christian U.,52000,0,0,0,52000,0,0,0,0,0,0,AllOther,Texas,Private,No,No,2018
206,Texas Christian U.,1705000,0,1000,253000,2000,524000,7000,26000,0,54000,838000,Business,Texas,Private,No,No,2018
373,Texas Christian U.,3198000,0,167000,1431000,69000,260000,216000,47000,0,121000,887000,FedGovFunds,Texas,Private,No,No,2018
536,Texas Christian U.,247000,0,0,35000,0,0,4000,10000,0,0,198000,InstitutionalFunds,Texas,Private,No,No,2018
313,Texas Christian U.,606000,0,0,0,0,0,0,0,0,0,606000,StateLocalGov,Texas,Private,No,No,2018
324,Hamilton C.,50000,0,0,0,0,0,0,0,0,0,50000,AllOther,New York,Private,No,No,2018
491,Hamilton C.,2000,0,0,0,0,2000,0,0,0,0,0,Business,New York,Private,No,No,2018
629,Hamilton C.,129000,0,0,12000,0,3000,0,63000,0,0,51000,FedGovFunds,New York,Private,No,No,2018
394,Hamilton C.,1158000,9000,29000,239000,8000,233000,59000,220000,0,0,361000,InstitutionalFunds,New York,Private,No,No,2018
328,Hamilton C.,457000,0,0,0,0,0,0,3000,0,0,454000,Nonprofit,New York,Private,No,No,2018
325,Lamar U.,49000,0,0,0,0,0,0,0,0,49000,0,AllOther,Texas,Public,No,No,2018
310,Lamar U.,324000,0,0,0,0,0,0,0,0,324000,0,Business,Texas,Public,No,No,2018
476,Lamar U.,1380000,146000,0,53000,44000,23000,0,2000,0,1012000,100000,FedGovFunds,Texas,Public,No,No,2018
390,Lamar U.,1197000,69000,45000,251000,180000,16000,0,9000,0,547000,80000,InstitutionalFunds,Texas,Public,No,No,2018
440,Lamar U.,151000,0,0,0,2000,51000,0,0,0,90000,8000,Nonprofit,Texas,Public,No,No,2018
329,Lamar U.,494000,0,0,77000,0,68000,0,0,0,258000,91000,StateLocalGov,Texas,Public,No,No,2018
326,U. Wisconsin-Superior,48000,0,0,48000,0,0,0,0,0,0,0,AllOther,Wisconsin,Public (U. Wisconsin System),No,No,2018
287,U. Wisconsin-Superior,445000,0,0,445000,0,0,0,0,0,0,0,Business,Wisconsin,Public (U. Wisconsin System),No,No,2018
422,U. Wisconsin-Superior,1924000,0,32000,1884000,0,0,0,0,0,0,8000,FedGovFunds,Wisconsin,Public (U. Wisconsin System),No,No,2018
503,U. Wisconsin-Superior,368000,0,0,368000,0,0,0,0,0,0,0,InstitutionalFunds,Wisconsin,Public (U. Wisconsin System),No,No,2018
496,U. Wisconsin-Superior,76000,0,0,34000,0,42000,0,0,0,0,0,Nonprofit,Wisconsin,Public (U. Wisconsin System),No,No,2018
384,U. Wisconsin-Superior,207000,0,2000,205000,0,0,0,0,0,0,0,StateLocalGov,Wisconsin,Public (U. Wisconsin System),No,No,2018
327,Miami U.,46000,13000,0,0,0,0,0,3000,0,0,30000,AllOther,Ohio,Public,No,No,2018
245,Miami U.,792000,13000,36000,54000,49000,371000,0,2000,0,258000,9000,Business,Ohio,Public,No,No,2018
274,Miami U.,9627000,441000,761000,4355000,114000,607000,637000,719000,9000,281000,1703000,FedGovFunds,Ohio,Public,No,No,2018
256,Miami U.,6332000,166000,416000,2850000,58000,715000,333000,79000,0,1299000,416000,InstitutionalFunds,Ohio,Public,No,No,2018
230,Miami U.,1237000,37000,16000,497000,20000,220000,171000,23000,0,19000,234000,Nonprofit,Ohio,Public,No,No,2018
224,Miami U.,1624000,0,12000,841000,0,0,45000,166000,0,414000,146000,StateLocalGov,Ohio,Public,No,No,2018
328,Eastern Washington U.,44000,0,0,12000,0,0,26000,6000,0,0,0,AllOther,Washington,Public,No,No,2018
365,Eastern Washington U.,117000,0,14000,52000,0,0,0,51000,0,0,0,Business,Washington,Public,No,No,2018
509,Eastern Washington U.,1081000,0,30000,580000,0,212000,0,166000,0,9000,84000,FedGovFunds,Washington,Public,No,No,2018
463,Eastern Washington U.,122000,0,0,18000,0,0,0,104000,0,0,0,Nonprofit,Washington,Public,No,No,2018
258,Eastern Washington U.,1226000,0,1000,0,0,0,0,1225000,0,0,0,StateLocalGov,Washington,Public,No,No,2018
328,Kentucky State U.,44000,0,0,44000,0,0,0,0,0,0,0,AllOther,Kentucky,Public (Kentucky Council on Postsecondary Education),Yes,No,2018
369,Kentucky State U.,109000,0,0,109000,0,0,0,0,0,0,0,Business,Kentucky,Public (Kentucky Council on Postsecondary Education),Yes,No,2018
320,Kentucky State U.,5618000,132000,186000,5099000,0,0,52000,0,149000,0,0,FedGovFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),Yes,No,2018
595,Kentucky State U.,28000,0,0,28000,0,0,0,0,0,0,0,InstitutionalFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),Yes,No,2018
503,Kentucky State U.,66000,0,0,66000,0,0,0,0,0,0,0,Nonprofit,Kentucky,Public (Kentucky Council on Postsecondary Education),Yes,No,2018
166,Kentucky State U.,3260000,0,0,3260000,0,0,0,0,0,0,0,StateLocalGov,Kentucky,Public (Kentucky Council on Postsecondary Education),Yes,No,2018
330,Wesleyan U.,43000,0,0,3000,0,0,0,0,40000,0,0,AllOther,Connecticut,Private,No,No,2018
420,Wesleyan U.,52000,0,0,0,0,52000,0,0,0,0,0,Business,Connecticut,Private,No,No,2018
343,Wesleyan U.,4353000,0,397000,682000,288000,1960000,663000,0,0,0,363000,FedGovFunds,Connecticut,Private,No,No,2018
297,Wesleyan U.,4068000,0,115000,545000,99000,887000,259000,758000,28000,0,1377000,InstitutionalFunds,Connecticut,Private,No,No,2018
199,Wesleyan U.,1739000,0,0,107000,4000,99000,4000,1132000,0,0,393000,Nonprofit,Connecticut,Private,No,No,2018
339,Wesleyan U.,407000,0,0,407000,0,0,0,0,0,0,0,StateLocalGov,Connecticut,Private,No,No,2018
331,"U. Nebraska, Omaha",41000,38000,3000,0,0,0,0,0,0,0,0,AllOther,Nebraska,Public,No,No,2018
417,"U. Nebraska, Omaha",54000,14000,0,40000,0,0,0,0,0,0,0,Business,Nebraska,Public,No,No,2018
291,"U. Nebraska, Omaha",7939000,1298000,0,3648000,206000,194000,515000,769000,15000,398000,896000,FedGovFunds,Nebraska,Public,No,No,2018
313,"U. Nebraska, Omaha",3475000,319000,110000,544000,6000,23000,19000,941000,417000,117000,979000,InstitutionalFunds,Nebraska,Public,No,No,2018
374,"U. Nebraska, Omaha",282000,98000,0,51000,4000,6000,0,42000,0,0,81000,Nonprofit,Nebraska,Public,No,No,2018
261,"U. Nebraska, Omaha",1152000,520000,0,358000,88000,0,0,186000,0,0,0,StateLocalGov,Nebraska,Public,No,No,2018
332,"U. Washington, Bothell",40000,0,0,0,0,0,0,0,0,0,40000,AllOther,Washington,Public,No,No,2018
446,"U. Washington, Bothell",31000,0,0,0,0,0,0,0,0,0,31000,Business,Washington,Public,No,No,2018
384,"U. Washington, Bothell",2920000,285000,116000,87000,0,0,0,0,429000,0,2003000,FedGovFunds,Washington,Public,No,No,2018
397,"U. Washington, Bothell",1124000,96000,0,142000,85000,35000,0,0,0,86000,680000,InstitutionalFunds,Washington,Public,No,No,2018
154,"U. Washington, Bothell",3966000,0,0,0,0,0,0,0,0,0,3966000,Nonprofit,Washington,Public,No,No,2018
500,"U. Washington, Bothell",16000,0,0,0,0,0,0,0,0,0,16000,StateLocalGov,Washington,Public,No,No,2018
333,Hult International Business School,39000,0,0,0,2000,0,0,10000,0,0,27000,AllOther,Massachusetts,Private,No,No,2018
443,Hult International Business School,34000,0,0,0,1000,0,0,9000,0,0,24000,Business,Massachusetts,Private,No,No,2018
590,Hult International Business School,475000,0,0,0,92000,0,0,77000,0,0,306000,FedGovFunds,Massachusetts,Private,No,No,2018
516,Hult International Business School,306000,0,0,0,13000,0,0,77000,0,0,216000,InstitutionalFunds,Massachusetts,Private,No,No,2018
482,Hult International Business School,97000,0,0,0,7000,0,0,22000,0,0,68000,Nonprofit,Massachusetts,Private,No,No,2018
492,Hult International Business School,22000,0,0,0,0,0,0,6000,0,0,16000,StateLocalGov,Massachusetts,Private,No,No,2018
333,"U. Washington, Tacoma",39000,0,0,0,0,0,0,12000,0,0,27000,AllOther,Washington,Public,No,No,2018
439,"U. Washington, Tacoma",36000,0,36000,0,0,0,0,0,0,0,0,Business,Washington,Public,No,No,2018
407,"U. Washington, Tacoma",2230000,221000,985000,241000,18000,0,0,0,58000,0,707000,FedGovFunds,Washington,Public,No,No,2018
533,"U. Washington, Tacoma",253000,0,93000,25000,0,0,0,0,0,0,135000,InstitutionalFunds,Washington,Public,No,No,2018
427,"U. Washington, Tacoma",165000,13000,74000,65000,0,0,0,0,0,0,13000,Nonprofit,Washington,Public,No,No,2018
358,"U. Washington, Tacoma",283000,0,264000,0,0,0,0,0,0,0,19000,StateLocalGov,Washington,Public,No,No,2018
335,South Carolina State U.,38000,1000,2000,20000,1000,1000,0,2000,1000,6000,4000,AllOther,South Carolina,Public,Yes,No,2018
433,South Carolina State U.,39000,1000,1000,22000,0,2000,1000,2000,0,7000,3000,Business,South Carolina,Public,Yes,No,2018
233,South Carolina State U.,14938000,0,0,6129000,90000,1621000,0,5798000,0,208000,1092000,FedGovFunds,South Carolina,Public,Yes,No,2018
593,South Carolina State U.,39000,1000,1000,22000,0,2000,1000,2000,1000,5000,4000,InstitutionalFunds,South Carolina,Public,Yes,No,2018
531,South Carolina State U.,38000,0,0,19000,1000,2000,1000,2000,1000,8000,4000,Nonprofit,South Carolina,Public,Yes,No,2018
473,South Carolina State U.,38000,1000,5000,22000,0,2000,0,1000,0,5000,2000,StateLocalGov,South Carolina,Public,Yes,No,2018
336,"California State U., Northridge",37000,0,6000,0,0,31000,0,0,0,0,0,AllOther,California,Public,No,Yes,2018
422,"California State U., Northridge",49000,0,0,0,29000,0,4000,0,0,16000,0,Business,California,Public,No,Yes,2018
228,"California State U., Northridge",15892000,0,1697000,6478000,1243000,2579000,282000,102000,741000,700000,2070000,FedGovFunds,California,Public,No,Yes,2018
361,"California State U., Northridge",1731000,33000,61000,872000,1000,48000,2000,69000,234000,41000,370000,InstitutionalFunds,California,Public,No,Yes,2018
319,"California State U., Northridge",482000,79000,4000,266000,7000,14000,5000,92000,0,0,15000,Nonprofit,California,Public,No,Yes,2018
241,"California State U., Northridge",1427000,0,91000,945000,68000,0,11000,185000,0,0,127000,StateLocalGov,California,Public,No,Yes,2018
337,Sam Houston State U.,34000,0,0,0,0,0,0,34000,0,0,0,AllOther,Texas,Public,No,Yes,2018
417,Sam Houston State U.,54000,0,0,31000,18000,0,0,5000,0,0,0,Business,Texas,Public,No,Yes,2018
409,Sam Houston State U.,2200000,84000,3000,255000,230000,262000,32000,1334000,0,0,0,FedGovFunds,Texas,Public,No,Yes,2018
294,Sam Houston State U.,4181000,57000,28000,887000,26000,66000,88000,1497000,0,29000,1503000,InstitutionalFunds,Texas,Public,No,Yes,2018
416,Sam Houston State U.,182000,0,0,44000,0,62000,0,49000,0,0,27000,Nonprofit,Texas,Public,No,Yes,2018
326,Sam Houston State U.,501000,0,0,355000,0,0,0,146000,0,0,0,StateLocalGov,Texas,Public,No,Yes,2018
338,"U. Nebraska, Kearney",33000,0,0,4000,0,9000,0,0,0,0,20000,AllOther,Nebraska,Public,No,No,2018
468,"U. Nebraska, Kearney",12000,0,0,0,0,0,0,11000,0,0,1000,Business,Nebraska,Public,No,No,2018
